url,name,hybridizer,year,scape_height,bloom_size,bloom_season,ploidy,foliage_type,bloom_habit,bud_count,branches,seedling_num,color_description,parentage,image_url,fragrance,form,awards,sculpting,notes,rebloom,Region,primary_hybridizer,City,State,Country,parents
https://daylilydatabase.org/detail.php?id=190161&name=Substantial Angel,Substantial Angel,Reeder,2020.0,28.0,6.0,Midseason,Diploid,Dormant,Extended,12.0,3.0,SEHAI1,"Extremely pale, icy lavender pink above large green throat blending into chartreuse extending far onto petals and sepals, prominent ruffling, flat form.",(Substantial Evidence × Heavenly Angel Ice),https://daylilydatabase.org/AHSPhoto/S/SubstantialAngel_1574199857.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Heavenly Angel Ice"
https://daylilydatabase.org/detail.php?id=197785&name=Substance upon Substance,Substance upon Substance,Reeder,2023.0,25.0,5.5,Midseason-Late,Tetraploid,Semi-Evergreen,Extended,13.0,3.0,EOSSR,"Yellow with rose overlay, later changing to yellow, then on to beige suffused with yellow by evening.",(Explosion of Substance × Substantial Reward),https://daylilydatabase.org/AHSPhoto/S/Substance_upon_Substance_1670259697.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Explosion of Substance,Substantial Reward"
https://daylilydatabase.org/detail.php?id=185806&name=Substantial Heart,Substantial Heart,Reeder,2018.0,26.0,4.0,Early,Diploid,Dormant,Extended,16.0,3.0,EHSE32,"Open flower with petals often lifting to create a three dimensional effect, bright, glowing orange throat and deep, intense red petals and sepals with strong substance, raised midribs extend to the base of the throat.",(Endless Heart × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/SubstantialHeart_1515107030.JPG,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Endless Heart"
https://daylilydatabase.org/detail.php?id=194682&name=Substantial Rosebud,Substantial Rosebud,Reeder,2021.0,28.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,18.0,3.0,HLBSE43,"Glowing rose pink with extremely thick substance, sometimes shows lighter pink watermark, above green to chartreuse throat.",(Hush Little Baby × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/Substantial_Rosebud_1634748950.jpg,Fragrant,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Hush Little Baby"
https://daylilydatabase.org/detail.php?id=200415&name=Substance of Sunlight,Substance of Sunlight,Reeder,2024.0,31.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,15.0,3.0,FHSE 229,"Bright yellow, fading through the day to pale cream, with glowing golden throat.",(Frans Hals × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/Substance_of_Sunlight_1704230746.jpg,Fragrant,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Frans Hals"
https://daylilydatabase.org/detail.php?id=185540&name=Sun Dragon,Sun Dragon,Reeder,2021.0,47.0,5.5,Early-Midseason,Tetraploid,Dormant,Diurnal,26.0,6.0,AESS11-1111,"Peach to orange, lavender overlay, bitone with lighter sepals, darker lavender maroon eye and thin petal edge, light peach midribs, thin edge of pale yellow and a chartreuse to yellow throat extending through eye into midribs.",(Ancient Elf × Solaris Symmetry),https://daylilydatabase.org/AHSPhoto/S/Sun_Dragon_1609190898.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Solaris Symmetry,Ancient Elf"
https://daylilydatabase.org/detail.php?id=200414&name=Stellar Princess,Stellar Princess,Reeder,2024.0,29.0,5.0,Midseason,Diploid,Dormant,Diurnal,13.0,3.0,BHISP 8,"Petals medium purple with lighter bluish purple petal edges and white midribs, big, darker purple eye above large, star shaped, glowing orange to cream throat.",(Black Hole Implosion × Substantial Princess),https://daylilydatabase.org/AHSPhoto/S/Stellar_Princess_1704230702.jpg,Fragrant,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Black Hole Implosion,Substantial Princess"
https://daylilydatabase.org/detail.php?id=197777&name=Implausibly Ancient,Implausibly Ancient,Reeder,2023.0,50.0,4.0,Midseason,Tetraploid,Dormant,Diurnal,22.0,5.0,AEIMP227,Dark China red above golden throat.,(Ancient Elf × Implausibility),https://daylilydatabase.org/AHSPhoto/I/Implausibly_Ancient_1670018486.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Implausibility,Ancient Elf"
https://daylilydatabase.org/detail.php?id=197778&name=I See Your Teeth,I See Your Teeth,Reeder,2023.0,24.0,5.5,Midseason,Tetraploid,Semi-Evergreen,Diurnal,10.0,2.0,WYGTAMIB2,Purple with white to yellow toothy edge above chartreuse throat.,(When You Get to Asheville × Men in Black),https://daylilydatabase.org/AHSPhoto/I/I_See_Your_Teeth_1670037698.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"When You Get to Asheville,Men in Black"
https://daylilydatabase.org/detail.php?id=197776&name=Hunters in the Sky,Hunters in the Sky,Reeder,2023.0,64.0,5.0,Late,Diploid,Dormant,Diurnal,25.0,5.0,PHPOI42,Red with darker band above golden yellow throat.,(Pack Hunter × Pigment of Imagination),https://daylilydatabase.org/AHSPhoto/H/Hunters_in_the_Sky_1670018441.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Pigment of Imagination,Pack Hunter"
https://daylilydatabase.org/detail.php?id=190157&name=Impressionist at Heart,Impressionist at Heart,Reeder,2020.0,28.0,4.5,Midseason,Diploid,Dormant,Diurnal,20.0,4.0,EHFH27,"Bicolor with golden yellow sepals brushed red and petals rose red with a red band above green to chartreuse throat with white yellow midribs and petal edges, flat form.",(Endless Heart × Frans Hals),https://daylilydatabase.org/AHSPhoto/I/ImpressionistatHeart_1574199359.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Endless Heart,Frans Hals"
https://daylilydatabase.org/detail.php?id=181000&name=Kaleidoscopic Evidence,Kaleidoscopic Evidence,Reeder,2020.0,26.0,5.5,Early-Midseason,Diploid,Evergreen,Diurnal,14.0,3.0,SEKI6,"Grape purple with darker purple eye above green throat, eye is a series of rings from the green throat turning chartreuse to reddish to bluish lavender and ending in a dark purple ring, eye often shows broken patterns, flat form.",(Substantial Evidence × Kaleidoscopic Intrigue),https://daylilydatabase.org/AHSPhoto/K/KaleidoscopicEvidence_1574199431.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Kaleidoscopic Intrigue,Substantial Evidence"
https://daylilydatabase.org/detail.php?id=187871&name=Korean Mother of Pink,Korean Mother of Pink,Reeder,2019.0,42.0,4.5,Midseason,Tetraploid,Semi-Evergreen,Diurnal,14.0,3.0,HFKPS1,"Orange bicolor with pink overlay, pink peach petals and pale yellow sepals with pink peach edges, strong white midribs and slightly darker band above army green to chartreuse throat.",(H. fulva × Papa Smurf),https://daylilydatabase.org/AHSPhoto/K/KoreanMotherofPink_1542755498.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,Papa Smurf
https://daylilydatabase.org/detail.php?id=202573&name=Korean Dragon King,Korean Dragon King,Reeder,2025.0,52.0,6.0,Midseason-Late,Tetraploid,Dormant,Diurnal,23.0,5.0,HFKWSM22,"Medium orange with darker red orange band above chartreuse throat, with wide branching.",(H. fulva × Women Seeking Men),https://daylilydatabase.org/AHSPhoto/K/Korean_Dragon_King_1733162971.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,Women Seeking Men
https://daylilydatabase.org/detail.php?id=187873&name=Korean Queen,Korean Queen,Reeder,2019.0,32.0,4.5,Midseason,Tetraploid,Semi-Evergreen,Diurnal,15.0,4.0,HFKQC3,"Bright, dark orange fading to reverse bicolor of lighter, orange with lavender overlay on petals and midribs, darker orange band and sepals, double edge of dark orange with a pale narrow edge on the petals above a bright golden yellow throat.",(H. fulva × Queen's Circle),https://daylilydatabase.org/AHSPhoto/K/KoreanQueen_1542756004.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,Queen's Circle
https://daylilydatabase.org/detail.php?id=187872&name=Korean Mother of Purple,Korean Mother of Purple,Reeder,2019.0,46.0,5.5,Midseason,Tetraploid,Semi-Evergreen,Diurnal,15.0,3.0,HFKPS7,"Orange with lavender overlay, antique lavender to peach tone, solid, darker sepals with petals in same color, lighter petal edges with darker band and paler midribs above golden yellow throat.",(H. fulva × Papa Smurf),https://daylilydatabase.org/AHSPhoto/K/KoreanMotherofPurple_1542755888.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,Papa Smurf
https://daylilydatabase.org/detail.php?id=202574&name=Lavender Blue Royalty,Lavender Blue Royalty,Reeder,2025.0,28.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,15.0,3.0,PHLF6,"Amethyst purple with darker purple band and double edge of faint darker purple and the outer edge light bluish white, above green to chartreuse throat.",(Phoenician Royalty × Lavender Feathers),https://daylilydatabase.org/AHSPhoto/L/Lavender_Blue_Royalty_1733163113.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Phoenician Royalty,Lavender Feathers"
https://daylilydatabase.org/detail.php?id=194674&name=Jane Jets On,Jane Jets On,Reeder,2021.0,22.0,3.5,Early-Midseason,Diploid,Dormant,Diurnal,12.0,2.0,GJOSC13,"Bitone, magenta pink petals with paler edge, near white sepals, gray to pink patterned band above green to chartreuse throat.",(George Jets On × Stir Crazy),https://daylilydatabase.org/AHSPhoto/J/Jane_Jets_On_1634748072.JPG,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"George Jets On,Stir Crazy"
https://daylilydatabase.org/detail.php?id=202576&name=Magenta Stardust,Magenta Stardust,Reeder,2025.0,32.0,6.0,Midseason,Tetraploid,Semi-Evergreen,Diurnal,14.0,3.0,LASDD7,Pink mauve petals with white midribs above chartreuse throat.,(Lavender Arrowhead × Stardust Dragon),https://daylilydatabase.org/AHSPhoto/M/Magenta_Stardust_1733163215.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Lavender Arrowhead,Stardust Dragon"
https://daylilydatabase.org/detail.php?id=194675&name=Magic of Freya,Magic of Freya,Reeder,2021.0,38.0,5.0,Midseason,Diploid,Dormant,Diurnal,22.0,4.0,ARSC2,Ruby red with white edge above green throat.,(American Revolution × Scandinavia),https://daylilydatabase.org/AHSPhoto/M/Magic_of_Freya_1634748104.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"American Revolution,Scandinavia"
https://daylilydatabase.org/detail.php?id=192973&name=Substantial Impressions,Substantial Impressions,Reeder,2021.0,24.0,3.0,Early,Diploid,Dormant,Diurnal,13.0,3.0,EHFHNPSE22,Bicolor of light cream with petals layered in light pink with cinnamon band above chartreuse to golden yellow throat.,(Impressionist at Heart × Substantial Princess),https://daylilydatabase.org/AHSPhoto/S/Substantial_Impressions_1609190719.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Impressionist at Heart,Substantial Princess"
https://daylilydatabase.org/detail.php?id=190162&name=Substantial Princess,Substantial Princess,Reeder,2020.0,28.0,4.5,Early-Midseason,Diploid,Dormant,Diurnal,12.0,3.0,NPSE11,"Light pink with dark pink eye above wide, bright green throat, flat form.",(Navajo Princess × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/SubstantialPrincess_1574199923.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Navajo Princess"
https://daylilydatabase.org/detail.php?id=192972&name=Substantial Impact,Substantial Impact,Reeder,2021.0,24.0,4.0,Midseason,Diploid,Dormant,Extended,11.0,3.0,MHAISE13-6,"Cream shades above big green throat fading into chartreuse, very flat form.",((Mercedes x Heavenly Angel Ice) × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/Substantial_Impact_1609190639.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Heavenly Angel Ice,Mercedes"
https://daylilydatabase.org/detail.php?id=185805&name=Substantial Glow,Substantial Glow,Reeder,2018.0,26.0,4.0,Early,Diploid,Dormant,Extended,15.0,3.0,STSE6,"Open, flat flower of brightest acid orange, strong rebloomer.",(Stella de Oro × Substantial Evidence),https://daylilydatabase.org/AHSPhoto/S/SubstantialGlow_1515106904.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Stella de Oro"
https://daylilydatabase.org/detail.php?id=197779&name=Smoke on the Horizon,Smoke on the Horizon,Reeder,2023.0,34.0,4.5,Late,Diploid,Dormant,Diurnal,17.0,3.0,SEPR4,Gray lavender above bright green to chartreuse throat.,(Substantial Evidence × Phoenician Royalty),https://daylilydatabase.org/AHSPhoto/S/Smoke_on_the_Horizon_1670037828.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Phoenician Royalty"
https://daylilydatabase.org/detail.php?id=187874&name=Temple of Bacchus,Temple of Bacchus,Reeder,2019.0,66.0,6.0,Midseason,,Semi-Evergreen,Nocturnal,20.0,5.0,HCITPS9,"Bright, clear purple bicolor, paler purple sepals with medium purple petals and a blue purple band above bright green throat.",(H. citrina × Papa Smurf),https://daylilydatabase.org/AHSPhoto/T/TempleofBacchus_1542756142.jpg,Very Fragrant,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Papa Smurf,citrina"
https://daylilydatabase.org/detail.php?id=197781&name=Weaving the Web,Weaving the Web,Reeder,2023.0,36.0,7.0,Midseason,Diploid,Semi-Evergreen,Diurnal,24.0,6.0,MOFZPG22,Bright purple self over green to chartreuse throat.,(Magic of Freya × Ziggy Played Guitar),https://daylilydatabase.org/AHSPhoto/W/Weaving_the_Web_1670038206.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Ziggy Played Guitar,Magic of Freya"
https://daylilydatabase.org/detail.php?id=204255&name=Vorlon Organic Technology,Vorlon Organic Technology,Reeder,2025.0,32.0,4.0,Early-Midseason,Diploid,Dormant,Diurnal,18.0,4.0,VESSTB3,"Burgundy petals with lighter petal edges, darker black burgundy band fading into bright red orange  above chartreuse throat, on dark scapes.",(Vorlon Encounter Suit × Samwise the Brave),https://daylilydatabase.org/AHSPhoto/V/Vorlon_Organic_Technology_1759857081.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Vorlon Encounter Suit,Samwise the Brave"
https://daylilydatabase.org/detail.php?id=192976&name=Ziggy Really Sang,Ziggy Really Sang,Reeder,2021.0,40.0,8.0,Midseason,Diploid,Dormant,Diurnal,13.0,3.0,JOLMGWLM4,"Pink with grape overlay and grape band, above chartreuse to yellow throat.",(Vorlon Oddity × Ziggy Played Guitar),https://daylilydatabase.org/AHSPhoto/Z/Ziggy_Really_Sang_1609191193.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Ziggy Played Guitar,Vorlon Oddity"
https://daylilydatabase.org/detail.php?id=194684&name=Titan Goddess,Titan Goddess,Reeder,2021.0,42.0,7.0,Midseason,Tetraploid,Dormant,Diurnal,20.0,4.0,WTTEOSWG31,Bright red with white edges and chartreuse to golden throat.,((Welding the Titanic x Eos at Dawn) × Wookie Goddess),https://daylilydatabase.org/AHSPhoto/T/Titan_Goddess_1634749198.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Welding the Titanic,Wookie Goddess,Eos at Dawn"
https://daylilydatabase.org/detail.php?id=192974&name=The Darkness in the Light,The Darkness in the Light,Reeder,2021.0,32.0,4.5,Midseason-Late,Diploid,Dormant,Diurnal,16.0,5.0,FHPOI1,"Dark maroon with darker cherry black eye above green throat, sepal reverse are white with maroon flush at seams.",(Forsyth White Buds × Pigment of Imagination),https://daylilydatabase.org/AHSPhoto/T/The_Darkness_in_the_Light_1609191076.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Pigment of Imagination,Forsyth White Buds"
https://daylilydatabase.org/detail.php?id=197780&name=The Star of Earendil,The Star of Earendil,Reeder,2023.0,27.0,3.5,Early,Diploid,Dormant,Diurnal,20.0,5.0,EHPTSTB14,Cream with pink flush above green to gold throat on dark brown black scapes.,((Endless Heart x Purple Termite) × Samwise the Brave),https://daylilydatabase.org/AHSPhoto/T/The_Star_of_Earendil_1670038107.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Samwise the Brave,Purple Termite,Endless Heart"
https://daylilydatabase.org/detail.php?id=194685&name=Twisted Sensibility,Twisted Sensibility,Reeder,2021.0,25.0,7.0,Midseason,Diploid,Semi-Evergreen,Diurnal,12.0,3.0,MCQ14,"Lavender, darker band, green throat.",(Mara × Cheap Quills),https://daylilydatabase.org/AHSPhoto/T/Twisted_Sensibility_1634749247.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Cheap Quills,Mara"
https://daylilydatabase.org/detail.php?id=194677&name=Old Toby,Old Toby,Reeder,2021.0,32.0,7.0,Midseason,Diploid,Dormant,Diurnal,19.0,4.0,PHBE72,"Tobacco leaf brown, burgundy eye and midribs above green to chartreuse throat.",(Pack Hunter × Brown Exotica),https://daylilydatabase.org/AHSPhoto/O/Old_Toby_1634748237.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Brown Exotica,Pack Hunter"
https://daylilydatabase.org/detail.php?id=190159&name=Peacock Eyes,Peacock Eyes,Reeder,2020.0,32.0,3.5,Midseason,Diploid,Dormant,Diurnal,15.0,3.0,WUTABPSPMSE7,"Grape purple petals, pale bluish lavender eye on sepals and petal eye of reddish purple surrounded by bluish lavender, edged with a darker blue purple line above lettuce green to chartreuse throat, flat form.",((Way Up There x (Arterial Blood x Purple Sphere)) × (Pardon Me x Substantial Evidence)),https://daylilydatabase.org/AHSPhoto/P/PeacockEyes_1574199712.JPG,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Substantial Evidence,Arterial Blood,Purple Sphere,Way Up There,Pardon Me"
https://daylilydatabase.org/detail.php?id=190158&name=Misty Mountains Cold,Misty Mountains Cold,Reeder,2020.0,28.0,4.0,Extra Early,Diploid,Dormant,Extended,18.0,3.0,EOAOD20,"Cream pink polychrome with yellow throat, extremely high thrips and rust resistance.",(Early and Often × Army of Darkness),https://daylilydatabase.org/AHSPhoto/M/MistyMountainsCold_1574199523.JPG,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Army of Darkness,Early and Often"
https://daylilydatabase.org/detail.php?id=190160&name=Samwise the Brave,Samwise the Brave,Reeder,2020.0,24.0,3.0,Extra Early,Diploid,Dormant,Extended,28.0,5.0,EOAOD13,"Cream peach pink polychrome with yellow throat, extremely high thrips and rust resistance.",(Early and Often × Army of Darkness),https://daylilydatabase.org/AHSPhoto/S/SamwisetheBrave_1574199791.JPG,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Army of Darkness,Early and Often"
https://daylilydatabase.org/detail.php?id=197787&name=Pigments of Hals,Pigments of Hals,Reeder,2023.0,32.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,9.0,2.0,FHPOI123,"Color changer, bright orange changing to mauve orange, then bronzed orange, then lavender, ending in bluish lavender with green to chartreuse throat.",(Frans Hals × Pigment of Imagination),https://daylilydatabase.org/AHSPhoto/P/Pigments_of_Hals_1670364845.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Pigment of Imagination,Frans Hals"
https://daylilydatabase.org/detail.php?id=197774&name=Ghosts of Phoenicia,Ghosts of Phoenicia,Reeder,2023.0,30.0,4.5,Midseason,Diploid,Semi-Evergreen,Diurnal,12.0,3.0,PRLV8,Pale smoky lavender above chartreuse to greenish blue throat.,(Phoenician Royalty × Lavender Feathers),https://daylilydatabase.org/AHSPhoto/G/Ghosts_of_Phoenicia_1670018343.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Phoenician Royalty,Lavender Feathers"
https://daylilydatabase.org/detail.php?id=187869&name=Eos at Dawn,Eos at Dawn,Reeder,2019.0,65.0,5.5,Extra Early,Tetraploid,Dormant,Diurnal,20.0,4.0,NGCIMP3,"China red with pale, pink white midribs and slightly darker red band above golden yellow throat.",(Notify Ground Crew × Implausibility),https://daylilydatabase.org/AHSPhoto/E/EosatDawn_1542754165.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Notify Ground Crew,Implausibility"
https://daylilydatabase.org/detail.php?id=197775&name=Glam Rock,Glam Rock,Reeder,2023.0,37.0,5.5,Midseason,Diploid,Dormant,Diurnal,13.0,3.0,FHZPG37,"Medium red with darker red band and veins, with strong white midribs above chartreuse to golden throat.",(Frans Hals × Ziggy Played Guitar),https://daylilydatabase.org/AHSPhoto/G/Glam_Rock_1670018388.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Ziggy Played Guitar,Frans Hals"
https://daylilydatabase.org/detail.php?id=197765&name=Bela's Star,Bela's Star,Reeder,2023.0,31.0,5.0,Midseason,Tetraploid,Semi-Evergreen,Diurnal,14.0,3.0,BLSDD5,Medium purple above chartreuse throat.,(Bela Lugosi × Stardust Dragon),https://daylilydatabase.org/AHSPhoto/B/Belas_Star_1670017437.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Stardust Dragon,Bela Lugosi"
https://daylilydatabase.org/detail.php?id=194663&name=Ancient Solar Flare,Ancient Solar Flare,Reeder,2021.0,44.0,5.0,Midseason-Late,Tetraploid,Dormant,Diurnal,30.0,5.0,AESS317,Bright orange with darker orange band above golden throat.,(Ancient Elf × Solaris Symmetry),https://daylilydatabase.org/AHSPhoto/A/Ancient_Solar_Flare_1634746902.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Solaris Symmetry,Ancient Elf"
https://daylilydatabase.org/detail.php?id=192958&name=Ancient Ent,Ancient Ent,Reeder,2021.0,56.0,5.0,Early-Midseason,Tetraploid,Dormant,Diurnal,25.0,5.0,AESS11-1147,Light orange with a maroon band above a chartreuse to yellow throat.,(sdlg × Solaris Symmetry),https://daylilydatabase.org/AHSPhoto/A/Ancient_Ent_1609184305.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,Solaris Symmetry
https://daylilydatabase.org/detail.php?id=192963&name=Elizabethan Ruby Ring,Elizabethan Ruby Ring,Reeder,2021.0,38.0,5.0,Midseason,Tetraploid,Semi-Evergreen,Diurnal,13.0,3.0,Elizabethan Favorite Ring,Dark ruby red with darker garnet band above green to chartreuse to yellow throat extending into the midribs.,(Insider Trading × Implausibility),https://daylilydatabase.org/AHSPhoto/E/Elizabethan_Ruby_Ring_1609190121.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Insider Trading,Implausibility"
https://daylilydatabase.org/detail.php?id=192959&name=Elizabethan Argus,Elizabethan Argus,Reeder,2021.0,36.0,5.0,Midseason,Tetraploid,Dormant,Diurnal,25.0,5.0,GWCS11-2,"Peach pink with cerise red eye, lavender pink midribs and peach petal edges above chartreuse to golden orange throat.",(Great White × Custard Candy),https://daylilydatabase.org/AHSPhoto/E/Elizabethan_Argus_1609189863.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Custard Candy,Great White"
https://daylilydatabase.org/detail.php?id=197770&name=Elizabethan Persistence,Elizabethan Persistence,Reeder,2023.0,33.0,5.5,Early-Midseason,Tetraploid,Semi-Evergreen,Diurnal,19.0,4.0,EFSM2,Lavender pink with raspberry band and thin petal edges above green to chartreuse throat.,(Elizabethan Fantasia × Stare Master),https://daylilydatabase.org/AHSPhoto/E/Elizabethan_Persistence_1670017950.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Elizabethan Fantasia,Stare Master"
https://daylilydatabase.org/detail.php?id=197769&name=Elizabethan Lips,Elizabethan Lips,Reeder,2023.0,32.0,5.0,Midseason,Tetraploid,Semi-Evergreen,Diurnal,15.0,3.0,ITIMP12-39,Bright red above golden to yellow throat.,(Insider Trading × Implausibility),https://daylilydatabase.org/AHSPhoto/E/Elizabethan_Lips_1670017878.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Insider Trading,Implausibility"
https://daylilydatabase.org/detail.php?id=185539&name=Elizabethan Fantasia,Elizabethan Fantasia,Reeder,2019.0,32.0,5.0,Early-Midseason,Tetraploid,Semi-Evergreen,Diurnal,16.0,4.0,AZHDLAM1,"Reverse bicolor of pink to lavender, darker sepals with matching midribs, darker purple eye with broken patterns of paler pastels, thin double edge of dark purple and lavender white.",(Aztec Headdress × Larry Allen Miller),https://daylilydatabase.org/AHSPhoto/E/ElizabethanFantasia_1542754078.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Larry Allen Miller,Aztec Headdress"
https://daylilydatabase.org/detail.php?id=192962&name=Elizabethan Rainbow Portrait,Elizabethan Rainbow Portrait,Reeder,2021.0,34.0,5.0,Midseason,Tetraploid,Dormant,Diurnal,21.0,4.0,GWCCKLRS72,"Peach pink and coral with darker red coral edge and veining, red orange coral band above orange to golden yellow throat.",((Custard Candy x South Seas) × Kaskel sdlg),https://daylilydatabase.org/AHSPhoto/E/Elizabethan_Rainbow_Portrait_1609190083.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Custard Candy,South Seas"
https://daylilydatabase.org/detail.php?id=192966&name=Endless Pigment,Endless Pigment,Reeder,2021.0,30.0,4.0,Midseason,Diploid,Semi-Evergreen,Diurnal,11.0,3.0,EHPOI239,"Starts bright fuchsia pink with lavender edges, fades to pink lavender petal and sepal centers with wide blue lavender edges above green to chartreuse throat.",(Endless Heart × Pigment of Imagination),https://daylilydatabase.org/AHSPhoto/E/Endless_Pigment_1609190280.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Pigment of Imagination,Endless Heart"
https://daylilydatabase.org/detail.php?id=197767&name=Clouds upon the Sky,Clouds upon the Sky,Reeder,2023.0,32.0,6.0,Midseason,Diploid,Semi-Evergreen,Diurnal,15.0,3.0,BEFOI19,"Near white suffused with pale yellow, above bright green throat.",(Beautiful Edgings × Flamingos on Ice),https://daylilydatabase.org/AHSPhoto/C/Clouds_upon_the_Sky_1670017770.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Beautiful Edgings,Flamingos on Ice"
https://daylilydatabase.org/detail.php?id=197772&name=Flaming Candelabra,Flaming Candelabra,Reeder,2023.0,32.0,5.5,Late,Tetraploid,Semi-Evergreen,Diurnal,27.0,6.0,BFKS5,Bright red with darker red band above green to chartreuse throat.,(Bill Fall × Karen Stephens),https://daylilydatabase.org/AHSPhoto/F/Flaming_Candelabra_1670018169.jpg,Unknown,,None,,,1,10.0,Brian Reeder,London,KY,United States,"Karen Stephens,Bill Fall"
https://daylilydatabase.org/detail.php?id=197764&name=Barbie's Malibu Vacation,Barbie's Malibu Vacation,Reeder,2023.0,30.0,5.0,Midseason-Late,Diploid,Dormant,Diurnal,22.0,6.0,MMRFK14,"Medium pink with darker pink overlay of dots on petals and light pink sepals with darker pink dots and stipples on sepal edges, large chartreuse throat.",(Marilyn Munster × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/B/Barbies_Malibu_Vacation_1670017395.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,"Marilyn Munster,Rose F. Kennedy"
https://daylilydatabase.org/detail.php?id=194665&name=Bard the Bowman,Bard the Bowman,Reeder,2021.0,42.0,3.0,Extra Early,Diploid,Dormant,Diurnal,27.0,5.0,MH1123MH073519,Round melon on dark scapes with burgundy red buds.,(Vader’s Choice × Halloween Darkness),https://daylilydatabase.org/AHSPhoto/B/Bard_the_Bowman_1634747035.jpg,Unknown,,None,,,0,10.0,Brian Reeder,London,KY,United States,Halloween Darkness
